"","name","address","rating","lon","lat","subway","subway_dist","busstop","busstop_dist","href"
"1987","Пятёрочка","Индустриальный просп., 27, Санкт-Петербург, Россия • этаж 1",4.1,"30.47518","59.949096","Ладожская",NA,"Проспект Энтузиастов",130,"https://yandex.ru/maps/org/pyatyorochka/1097374878/"
"1988","Пятёрочка","ул. Декабристов, 14/7, Санкт-Петербург, Россия",3.9,"30.304777","59.928459","Садовая",900,"Казанская улица",250,"https://yandex.ru/maps/org/pyatyorochka/74844042025/"
"1989","Пятёрочка","Пискарёвский просп., 10, Санкт-Петербург, Россия",4,"30.408278","59.964439","Площадь Ленина",NA,"Пискарёвский проспект",170,"https://yandex.ru/maps/org/pyatyorochka/164092721092/"
"1990","Пятёрочка","Удельный просп., 17, Санкт-Петербург, Россия",4,"30.315917","60.014936","Удельная",190,"Станция метро Удельная",170,"https://yandex.ru/maps/org/pyatyorochka/1013931033/"
"1991","Пятёрочка","Московский просп., 139, Санкт-Петербург, Россия",4,"30.315796","59.877563","Электросила",430,"Варшавская улица",330,"https://yandex.ru/maps/org/pyatyorochka/223620866971/"
"1992","Пятёрочка","просп. Непокорённых, 6, корп. 1, Санкт-Петербург, Россия",4,"30.371741","59.997752","Площадь Мужества",490,"Проспект Непокорённых, 6",110,"https://yandex.ru/maps/org/pyatyorochka/85278105306/"
"1993","Пятёрочка","ул. Седова, 85, Санкт-Петербург, Россия",4.2,"30.440565","59.869128","Ломоносовская",NA,"Бульвар Красных Зорь",120,"https://yandex.ru/maps/org/pyatyorochka/1111245177/"
"1994","Пятёрочка","ул. Ворошилова, 3, корп. 1, Санкт-Петербург, Россия",4,"30.443942","59.92221","Проспект Большевиков",NA,"Улица Ворошилова, 1",62,"https://yandex.ru/maps/org/pyatyorochka/1315295919/"
"1995","Пятёрочка","Новочеркасский просп., 52, Санкт-Петербург, Россия",4,"30.420137","59.922966","Новочеркасская",820,"Рижская улица",83,"https://yandex.ru/maps/org/pyatyorochka/75542677792/"
"1996","Пятёрочка","Парашютная ул., 10, Санкт-Петербург, Россия",4.1,"30.285766","60.015782","Пионерская",NA,"Серебристый бульвар",86,"https://yandex.ru/maps/org/pyatyorochka/114751715918/"
"1997","Пятёрочка","ул. Дудко, 18, Санкт-Петербург, Россия",4.1,"30.427286","59.885106","Ломоносовская",NA,"Железнодорожный проспект",320,"https://yandex.ru/maps/org/pyatyorochka/229593472014/"
"1998","Пятёрочка","Кондратьевский просп., 48, Санкт-Петербург, Россия",3.8,"30.387532","59.97214","Выборгская",NA,"Площадь Калинина",110,"https://yandex.ru/maps/org/pyatyorochka/1104489972/"
"1999","Пятёрочка","просп. Большевиков, 21, Санкт-Петербург, Россия",4.1,"30.4833","59.904938","Улица Дыбенко",320,"Станция метро Улица Дыбенко",140,"https://yandex.ru/maps/org/pyatyorochka/1094283428/"
"2000","Пятёрочка","Богатырский просп., 10, Санкт-Петербург, Россия",4.1,"30.279036","59.998071","Пионерская",NA,"Байконурская улица",120,"https://yandex.ru/maps/org/pyatyorochka/1113751340/"
"2001","Пятёрочка","просп. Металлистов, 13А, Санкт-Петербург, Россия",3.9,"30.422499","59.951907","Новочеркасская",3000,"Проспект Металлистов",190,"https://yandex.ru/maps/org/pyatyorochka/1279345218/"
"2002","Пятёрочка","ул. Ушинского, 5, корп. 1, Санкт-Петербург, Россия",4.2,"30.405636","60.029193","Гражданский проспект",NA,"Улица Ушинского",280,"https://yandex.ru/maps/org/pyatyorochka/78206918210/"
"2003","Пятёрочка","Европейский просп., 8, Кудрово, Россия",4.3,"30.512337","59.899368","Улица Дыбенко",NA,"Проспект Строителей",230,"https://yandex.ru/maps/org/pyatyorochka/206827678744/"
"2004","Пятёрочка","Гражданский просп., 116, корп. 5, Санкт-Петербург, Россия",3.9,"30.41742","60.034988","Гражданский проспект",120,"Станция метро Гражданский проспект",120,"https://yandex.ru/maps/org/pyatyorochka/55514589490/"
"2005","Пятёрочка","11-я линия Васильевского острова, 38, Санкт-Петербург, Россия",4.2,"30.272288","59.942282","Василеостровская",430,"12-я и 13-я линии В.О.",190,"https://yandex.ru/maps/org/pyatyorochka/18957970866/"
"2006","Пятёрочка","Курляндская ул., 8, корп. 2М, Санкт-Петербург, Россия • М",4.1,"30.289379","59.911385","Балтийская",NA,"Рижский проспект, 17",430,"https://yandex.ru/maps/org/pyatyorochka/1093123945/"
"2007","Пятёрочка","Новая ул., 13А, городской посёлок Янино-1, Россия",4.2,"30.564284","59.94772","Янино, Военный городок",230,"Янино, Военный городок",230,"https://yandex.ru/maps/org/pyatyorochka/99238365416/"
"2008","Пятёрочка","Караванная ул., 1, Санкт-Петербург, Россия",3.9,"30.340834","59.93677","Гостиный двор",660,"Цирк",200,"https://yandex.ru/maps/org/pyatyorochka/64823288286/"
"2009","Пятёрочка","Варшавская ул., 25, корп. 2, Санкт-Петербург, Россия",4.2,"30.313183","59.864235","Парк Победы",730,"Варшавская улица",190,"https://yandex.ru/maps/org/pyatyorochka/79545763287/"
"2010","Пятёрочка","Наличная ул., 32, корп. 1, Санкт-Петербург, Россия",4.2,"30.227462","59.944169","Приморская",870,"Улица Нахимова",260,"https://yandex.ru/maps/org/pyatyorochka/1311331522/"
"2011","Пятёрочка","Заставская ул., 22, корп. 2, Санкт-Петербург, Россия",3.8,"30.327628","59.888644","Московские ворота",870,"Заставская улица / Кукольный театр сказки",490,"https://yandex.ru/maps/org/pyatyorochka/114424451156/"
"2012","Пятёрочка","Бухарестская ул., 23, корп. 1, Санкт-Петербург, Россия",4,"30.37881","59.871348","Международная",150,"Станция метро Международная",65,"https://yandex.ru/maps/org/pyatyorochka/1047897005/"
"2013","Пятёрочка","просп. Луначарского, 80, корп. 1, Санкт-Петербург, Россия",4.1,"30.374404","60.035482","Гражданский проспект",NA,"Проспект Луначарского, 78",200,"https://yandex.ru/maps/org/pyatyorochka/107115944604/"
"2014","Пятёрочка","Кременчугская ул., 9, корп. 1, Санкт-Петербург, Россия",4,"30.369772","59.923672","Площадь Александра Невского-2",NA,"Больница имени Боткина",270,"https://yandex.ru/maps/org/pyatyorochka/87157621912/"
"2015","Пятёрочка","просп. Королёва, 27, корп. 1, Санкт-Петербург, Россия",4.1,"30.271289","60.012821","Комендантский проспект",NA,"Проспект Королёва",160,"https://yandex.ru/maps/org/pyatyorochka/134582746009/"
"2016","Пятёрочка","просп. Науки, 28, корп. 4, Санкт-Петербург, Россия",4,"30.418212","60.010402","Академическая",NA,"Проспект Науки, 30",280,"https://yandex.ru/maps/org/pyatyorochka/90400755667/"
"2017","Пятёрочка","просп. Большевиков, 9, корп. 1Б, Санкт-Петербург, Россия",4.1,"30.473973","59.914847","Проспект Большевиков",790,"Универсам Невский",170,"https://yandex.ru/maps/org/pyatyorochka/9199524784/"
"2018","Пятёрочка","ул. Карпинского, 38, корп. 1, Санкт-Петербург, Россия",4,"30.429579","60.013107","Академическая",NA,"Улица Карпинского, 38",71,"https://yandex.ru/maps/org/pyatyorochka/168036376232/"
"2019","Пятёрочка","Среднеохтинский просп., 4, Санкт-Петербург, Россия",4.1,"30.414047","59.947233","Новочеркасская",NA,"Шепетовская улица",71,"https://yandex.ru/maps/org/pyatyorochka/35940795187/"
"2020","Пятёрочка","Индустриальный просп., 35, корп. 1, Санкт-Петербург, Россия • этаж 1",4.1,"30.470632","59.953534","Ладожская",NA,"Проспект Ударников",240,"https://yandex.ru/maps/org/pyatyorochka/116629618198/"
"2021","Пятёрочка","Дальневосточный просп., 12, корп. 2, Санкт-Петербург, Россия",4,"30.43801","59.913733","Проспект Большевиков",2000,"Дальневосточный проспект",230,"https://yandex.ru/maps/org/pyatyorochka/112241201805/"
"2022","Пятёрочка","Пражская ул., 13, Кудрово, Россия",4.3,"30.520127","59.906205","Улица Дыбенко",NA,"Пражская улица, 14",210,"https://yandex.ru/maps/org/pyatyorochka/109505559377/"
"2023","Пятёрочка","просп. Маршала Блюхера, 11, корп. 2, Санкт-Петербург, Россия • подъезд 1",4.2,"30.377251","59.979236","Выборгская",2000,"Лабораторная улица",520,"https://yandex.ru/maps/org/pyatyorochka/52049739651/"
"2024","Пятёрочка","Гражданский просп., 105, корп. 1, Санкт-Петербург, Россия",4,"30.412426","60.02655","Гражданский проспект",NA,"Проспект Луначарского",110,"https://yandex.ru/maps/org/pyatyorochka/1396876010/"
"2025","Пятёрочка","ул. Ленсовета, 2, Санкт-Петербург, Россия • эт. 1",4.2,"30.329771","59.861119","Парк Победы",890,"Улица Ленсовета",130,"https://yandex.ru/maps/org/pyatyorochka/82127403875/"
"2026","Пятёрочка","Морская наб., 39, корп. 3, Санкт-Петербург, Россия",3.8,"30.228805","59.960372","Приморская",NA,"Адмиральский проезд",210,"https://yandex.ru/maps/org/pyatyorochka/135364649207/"
"2027","Пятёрочка","ул. Савушкина, 115, корп. 5, Санкт-Петербург, Россия",4.1,"30.235461","59.987549","Старая Деревня",NA,"Улица Савушкина, 115",400,"https://yandex.ru/maps/org/pyatyorochka/36672761111/"
"2028","Пятерочка","Россия, Ленинградская область, Всеволожский район, Романовское сельское поселение, садовые участки",4.5,"30.740211","60.067312","Углово",240,"Углово",240,"https://yandex.ru/maps/org/pyaterochka/56354640376/"
"2029","Пятёрочка","Лиственная ул., 20, Санкт-Петербург, Россия",4.1,"30.338537","60.028194","Озерки",NA,"Северный проспект, 5",580,"https://yandex.ru/maps/org/pyatyorochka/231759795578/"
"2030","Пятёрочка","Софийская ул., 33, корп. 1, Санкт-Петербург, Россия • этаж 1",4,"30.39924","59.875302","Международная",NA,"Улица Белы Куна / Софийская улица",370,"https://yandex.ru/maps/org/pyatyorochka/231829338946/"
"2031","Пятёрочка","ул. Крупской, 35, Санкт-Петербург, Россия",4.1,"30.424655","59.888891","Елизаровская",NA,"Улица Крупской",290,"https://yandex.ru/maps/org/pyatyorochka/243669737380/"
"2032","Пятёрочка","просп. Науки, 44, Санкт-Петербург, Россия",3.9,"30.428094","60.005999","Академическая",2000,"Проспект Науки, 73",260,"https://yandex.ru/maps/org/pyatyorochka/12674612999/"
"2033","Пятёрочка","Тамбовская ул., 32, Санкт-Петербург, Россия",4,"30.353782","59.911451","Обводный канал",640,"Курская улица, 28",130,"https://yandex.ru/maps/org/pyatyorochka/113837539924/"
"2034","Пятёрочка","Вилькицкий бул., 4, Санкт-Петербург, Россия",4.1,"30.201703","59.939291","Приморская",NA,"Площадь Балтфлота",510,"https://yandex.ru/maps/org/pyatyorochka/17919416383/"
"2035","Пятёрочка","Прилукская ул., 15, Санкт-Петербург, Россия",4.1,"30.34566","59.909814","Обводный канал",630,"Расстанная улица",260,"https://yandex.ru/maps/org/pyatyorochka/198820331815/"
"2036","Пятёрочка","ул. Шотмана, 7, корп. 1, Санкт-Петербург, Россия",4,"30.479305","59.900347","Улица Дыбенко",NA,"Улица Шотмана",430,"https://yandex.ru/maps/org/pyatyorochka/162310012204/"
"2037","Пятёрочка","аллея Поликарпова, 1, Санкт-Петербург, Россия",4.1,"30.293897","60.007646","Пионерская",700,"Проспект Королёва",240,"https://yandex.ru/maps/org/pyatyorochka/1026101989/"
"2038","Пятёрочка","просп. Науки, 2, корп. 2, Санкт-Петербург, Россия",3.9,"30.375963","60.017732","Политехническая",NA,"Улица Обручевых",350,"https://yandex.ru/maps/org/pyatyorochka/1292843248/"
"2039","Пятёрочка","Пискарёвский просп., 20, Санкт-Петербург, Россия",4.1,"30.410488","59.970065","Выборгская",4000,"Пискарёвский проспект / Проспект Металлистов",190,"https://yandex.ru/maps/org/pyatyorochka/1067541070/"
"2040","Пятёрочка","17-я линия Васильевского острова, 12В, Санкт-Петербург, Россия",4,"30.271237","59.934641","Василеостровская",NA,"16-я и 17-я линии В.О.",140,"https://yandex.ru/maps/org/pyatyorochka/84820153007/"
"2041","Пятёрочка","Варшавская ул., 58, Санкт-Петербург, Россия",4.2,"30.314709","59.860012","Парк Победы",1000,"Площадь Братьев Стругацких",480,"https://yandex.ru/maps/org/pyatyorochka/1333409297/"
"2042","Пятёрочка","наб. реки Фонтанки, 121, Санкт-Петербург, Россия",4,"30.310703","59.9208","Садовая",880,"Вознесенский проспект / Юсуповский сад",350,"https://yandex.ru/maps/org/pyatyorochka/96142890772/"
"2043","Пятёрочка","Приморский просп., 137, корп. 1, Санкт-Петербург, Россия",4,"30.214809","59.983355","Беговая",NA,"Яхтенная улица",130,"https://yandex.ru/maps/org/pyatyorochka/152948800594/"
"2044","Пятёрочка","просп. Ударников, 23, Санкт-Петербург, Россия",4.1,"30.470355","59.95054","Ладожская",NA,"Проспект Ударников",130,"https://yandex.ru/maps/org/pyatyorochka/62086642549/"
"2045","Пятёрочка","ул. Ильюшина, 3, корп. 1, Санкт-Петербург, Россия",4.1,"30.252655","60.00856","Комендантский проспект",430,"Проспект Авиаконструкторов",220,"https://yandex.ru/maps/org/pyatyorochka/29460762047/"
"2046","Пятёрочка","просп. Космонавтов, 29, корп. 7, Санкт-Петербург, Россия",4.2,"30.345926","59.855696","Московская",NA,"Поликлиника № 51",400,"https://yandex.ru/maps/org/pyatyorochka/224910712431/"
"2047","Пятёрочка","просп. Испытателей, 33, Санкт-Петербург, Россия",3.9,"30.263098","60.008314","Комендантский проспект",290,"Станция метро Комендантский проспект / Улица Уточкина",120,"https://yandex.ru/maps/org/pyatyorochka/118715086140/"
"2048","Пятёрочка","Измайловский просп., 4, Санкт-Петербург, Россия",4.1,"30.308156","59.915397","Технологический институт-2",680,"1-я Красноармейская улица",110,"https://yandex.ru/maps/org/pyatyorochka/1733926262/"
"2049","Пятёрочка","ул. Шоссе в Лаврики, 89, Мурино, Россия",4.3,"30.456884","60.06643","Девяткино",NA,"Улица Шоссе в Лаврики, 89",74,"https://yandex.ru/maps/org/pyatyorochka/196210950823/"
"2050","Пятёрочка","просп. Луначарского, 52, корп. 1, Санкт-Петербург, Россия",4.2,"30.333363","60.043213","Проспект Просвещения",NA,"Улица Есенина",140,"https://yandex.ru/maps/org/pyatyorochka/71327165745/"
"2051","Пятёрочка","просп. Строителей, 2, Кудрово, Россия",4.3,"30.5174","59.919188","Улица Дыбенко",NA,"Проспект Строителей",140,"https://yandex.ru/maps/org/pyatyorochka/217084148825/"
"2052","Пятёрочка","Ленинградская ул., 5, Кудрово, Россия",3.8,"30.510935","59.913623","Улица Дыбенко",NA,"Кудрово",130,"https://yandex.ru/maps/org/pyatyorochka/44025708733/"
"2053","Пятёрочка","Промышленная ул., 19Р, Санкт-Петербург, Россия",4,"30.257783","59.896636","Нарвская",NA,"Улица Губина",170,"https://yandex.ru/maps/org/pyatyorochka/158087401296/"
"2054","Пятёрочка","просп. Художников, 32, Санкт-Петербург, Россия",4.2,"30.356032","60.052548","Проспект Просвещения",NA,"Сиреневый бульвар",55,"https://yandex.ru/maps/org/pyatyorochka/207911943897/"
"2055","Пятёрочка","просп. Культуры, 25, корп. 4, Санкт-Петербург, Россия",4.2,"30.378938","60.047635","Гражданский проспект",3000,"Проспект Культуры, 29",160,"https://yandex.ru/maps/org/pyatyorochka/1049891213/"
"2056","Пятёрочка","ул. Щербакова, 11, Санкт-Петербург, Россия • этаж 1",4.2,"30.296464","60.028621","Озерки",2000,"Новоколомяжский проспект",64,"https://yandex.ru/maps/org/pyatyorochka/1083394780/"
"2057","Пятёрочка","Ивановская ул., 6, Санкт-Петербург, Россия",3.8,"30.446576","59.875828","Ломоносовская",390,"Улица Бабушкина",10,"https://yandex.ru/maps/org/pyatyorochka/1075598242/"
"2058","Пятёрочка","Полюстровский просп., 3, Санкт-Петербург, Россия",3.9,"30.412389","59.962733","Площадь Ленина",4000,"Полюстровский проспект",280,"https://yandex.ru/maps/org/pyatyorochka/1005631516/"
"2059","Пятёрочка","просп. Маршала Блюхера, 40, Санкт-Петербург, Россия",4.1,"30.422696","59.976324","Выборгская",NA,"Проспект Маршала Блюхера, 44",280,"https://yandex.ru/maps/org/pyatyorochka/11286058680/"
"2060","Пятёрочка","Гражданский просп., 84, Санкт-Петербург, Россия",3.9,"30.399354","60.015875","Академическая",430,"Гражданский проспект, 90",260,"https://yandex.ru/maps/org/pyatyorochka/230221057689/"
"2061","Пятёрочка","Двинская ул., 3, Санкт-Петербург, Россия • этаж 1",4.1,"30.255665","59.90938","Нарвская",NA,"Река Екатерингофка",99,"https://yandex.ru/maps/org/pyatyorochka/116851452991/"
"2062","Пятёрочка","Новоизмайловский просп., 3, Санкт-Петербург, Россия",4.2,"30.304604","59.8741","Электросила",NA,"Новоизмайловский проспект",160,"https://yandex.ru/maps/org/pyatyorochka/1101054453/"
"2063","Пятёрочка","Охтинская аллея, 14, Мурино, Россия",4.1,"30.42817","60.049176","Девяткино",NA,"Улица Шувалова",350,"https://yandex.ru/maps/org/pyatyorochka/1786792016/"
"2064","Пятёрочка","Хасанская ул., 10, корп. 1, Санкт-Петербург, Россия",4.2,"30.48373","59.936944","Проспект Большевиков",NA,"Хасанская улица, 6",180,"https://yandex.ru/maps/org/pyatyorochka/76462691149/"
"2065","Пятёрочка","Парашютная ул., 40, Санкт-Петербург, Россия",4.1,"30.252303","60.028693","Комендантский проспект",NA,"Проспект Королёва, 57",390,"https://yandex.ru/maps/org/pyatyorochka/235095743485/"
"2066","Пятёрочка","Замшина ул., 28, Санкт-Петербург, Россия",3.9,"30.398685","59.97347","Выборгская",NA,"Проспект Металлистов",170,"https://yandex.ru/maps/org/pyatyorochka/15882988461/"
"2067","Пятёрочка","Яхтенная ул., 38, корп. 1, Санкт-Петербург, Россия",4.1,"30.224401","60.007021","Комендантский проспект",NA,"Яхтенная улица",220,"https://yandex.ru/maps/org/pyatyorochka/1118127712/"
"2068","Пятёрочка","ул. Турку, 35, Санкт-Петербург, Россия",4.1,"30.412435","59.866793","Проспект Славы",NA,"Софийская улица / Проспект Славы",210,"https://yandex.ru/maps/org/pyatyorochka/193165362790/"
"2069","Пятёрочка","Беговая ул., 3, Санкт-Петербург, Россия",4.1,"30.20538","59.986075","Беговая",460,"Беговая улица",280,"https://yandex.ru/maps/org/pyatyorochka/234460941251/"
"2070","Пятёрочка","2-й Муринский просп., 30, Санкт-Петербург, Россия",3.9,"30.352582","60.000297","Площадь Мужества",970,"Болотная улица",200,"https://yandex.ru/maps/org/pyatyorochka/244792953879/"
"2071","Пятёрочка","Будапештская ул., 33, Санкт-Петербург, Россия",4.1,"30.376662","59.859202","Проспект Славы",NA,"Будапештская улица, 33 / Будапештская улица, 37",24,"https://yandex.ru/maps/org/pyatyorochka/206473100541/"
"2072","Пятёрочка","ул. Правды, 22, Санкт-Петербург, Россия • этаж цокольный",4,"30.3389","59.921086","Звенигородская",260,"Улица Марата",180,"https://yandex.ru/maps/org/pyatyorochka/40800258198/"
"2073","Пятёрочка","Комендантский просп., 64, корп. 1, Санкт-Петербург, Россия",4,"30.22219","60.038215","Комендантский проспект",NA,"Арцеуловская аллея",230,"https://yandex.ru/maps/org/pyatyorochka/245192922292/"
"2074","Пятёрочка","ул. Нахимова, 11, Санкт-Петербург, Россия",4.1,"30.220309","59.941659","Приморская",NA,"Гостиница Прибалтийская",330,"https://yandex.ru/maps/org/pyatyorochka/15473578800/"
"2075","Пятёрочка","Столичная ул., 4, корп. 2, Кудрово, Россия",4.2,"30.51786","59.899616","Улица Дыбенко",3000,"Европейский проспект",400,"https://yandex.ru/maps/org/pyatyorochka/22066436684/"
"2076","Пятёрочка","Рижский просп., 54, Санкт-Петербург, Россия",3.7,"30.277137","59.913241","Нарвская",NA,"Рижский проспект",22,"https://yandex.ru/maps/org/pyatyorochka/208690451814/"
"2077","Пятёрочка","Привокзальная площадь, 5Б, Мурино, Россия",4.2,"30.449577","60.051116","Девяткино",460,"Почта",290,"https://yandex.ru/maps/org/pyatyorochka/1644120376/"
"2078","Пятёрочка","ул. Бабушкина, 82, Санкт-Петербург, Россия • пом. 1H",4.3,"30.463233","59.864036","Пролетарская",530,"Станция метро Пролетарская",420,"https://yandex.ru/maps/org/pyatyorochka/137312628146/"
"2079","Пятёрочка","Октябрьская наб., 114, Санкт-Петербург, Россия",4.2,"30.494046","59.863677","Ломоносовская",4000,"Русановская улица",170,"https://yandex.ru/maps/org/pyatyorochka/1338427612/"
"2080","Пятёрочка","ул. Быкова, 27А, село Павлово, Россия",4.4,"30.645321","59.938322","Павлово",490,"Павлово",490,"https://yandex.ru/maps/org/pyatyorochka/113551638961/"
"2081","Пятёрочка","Заставская ул., 46, корп. 1, Санкт-Петербург, Россия",4,"30.314163","59.887522","Московские ворота",770,"Заставская улица",380,"https://yandex.ru/maps/org/pyatyorochka/241127576560/"
"2082","Пятёрочка","Смоленская ул., 18, Санкт-Петербург, Россия • этаж 1",3.9,"30.325686","59.904824","Фрунзенская",700,"Смоленская улица / Станция метро Фрунзенская",440,"https://yandex.ru/maps/org/pyatyorochka/81186383923/"
"2083","Пятёрочка","просп. Римского-Корсакова, 105, Санкт-Петербург, Россия",4.1,"30.281276","59.918516","Балтийская",NA,"Площадь Репина",160,"https://yandex.ru/maps/org/pyatyorochka/154497384678/"
"2084","Пятёрочка","Яхтенная ул., 24, корп. 2, Санкт-Петербург, Россия",4.1,"30.218043","59.997394","Беговая",NA,"Улица Оптиков",350,"https://yandex.ru/maps/org/pyatyorochka/120220846369/"
"2085","Пятёрочка","Новосмоленская наб., 1Б, Санкт-Петербург, Россия",4.1,"30.22952","59.949136","Приморская",330,"Станция метро Приморская",110,"https://yandex.ru/maps/org/pyatyorochka/208547882320/"
"2086","Пятёрочка","ул. Шувалова, 27/7, Мурино, Россия",3.9,"30.433976","60.064884","Девяткино",NA,"Улица Шувалова, 27/7",260,"https://yandex.ru/maps/org/pyatyorochka/240661394368/"
"2087","Пятёрочка","Пулковское ш., 11, корп. 1, Санкт-Петербург, Россия",4.1,"30.319126","59.834916","Московская",NA,"Пулковское шоссе, 9",55,"https://yandex.ru/maps/org/pyatyorochka/75076831997/"
"2088","Пятёрочка","Сиреневый бул., 6, Санкт-Петербург, Россия",4.1,"30.351458","60.054589","Проспект Просвещения",NA,"Улица Ивана Фомина",120,"https://yandex.ru/maps/org/pyatyorochka/1310696653/"
"2089","Пятёрочка","Кузнецовская ул., 11, Санкт-Петербург, Россия",4.1,"30.311258","59.870944","Парк Победы",NA,"Кузнецовская улица",400,"https://yandex.ru/maps/org/pyatyorochka/90326209516/"
"2090","Пятёрочка","просп. Культуры, 22, корп. 1, Санкт-Петербург, Россия",4.2,"30.375206","60.047941","Проспект Просвещения",NA,"Проспект Культуры, 26",240,"https://yandex.ru/maps/org/pyatyorochka/1059716782/"
"2091","Пятёрочка","ул. Черняховского, 16/5, Санкт-Петербург, Россия",3.9,"30.357037","59.917953","Лиговский проспект",500,"Станция метро Лиговский проспект",590,"https://yandex.ru/maps/org/pyatyorochka/194425748628/"
"2092","Пятёрочка","ул. Маршала Говорова, 16, Санкт-Петербург, Россия",4,"30.269245","59.881783","Кировский завод",730,"Улица Возрождения",130,"https://yandex.ru/maps/org/pyatyorochka/1021609944/"
"2093","Пятёрочка","Центральная ул., 2Б, д. Суоранда, Россия",4.3,"30.606274","59.944091","Голубая дача",120,"Голубая дача",120,"https://yandex.ru/maps/org/pyatyorochka/125825858785/"
"2094","Пятёрочка","Стрельбищенская ул., 13, Санкт-Петербург, Россия",4,"30.359067","59.886362","Бухарестская",830,"Университет кино и телевидения",410,"https://yandex.ru/maps/org/pyatyorochka/123618827468/"
"2095","Пятёрочка","9-я линия Васильевского острова, 42, Санкт-Петербург, Россия • этаж цокольный",3.9,"30.275239","59.942676","Василеостровская",210,"8-я и 9-я линии В.О.",77,"https://yandex.ru/maps/org/pyatyorochka/1299894143/"
"2096","Пятёрочка","наб. реки Смоленки, 3, корп. 2, Санкт-Петербург, Россия",4.1,"30.262451","59.950149","Спортивная",NA,"Завод имени Калинина",310,"https://yandex.ru/maps/org/pyatyorochka/184689676345/"
"2097","Пятёрочка","ул. Тельмана, 56/41, Санкт-Петербург, Россия",4.1,"30.488969","59.893039","Улица Дыбенко",NA,"Улица Тельмана",140,"https://yandex.ru/maps/org/pyatyorochka/198938304860/"
"2098","Пятёрочка","ул. Зои Космодемьянской, 26, Санкт-Петербург, Россия",3.9,"30.263473","59.892274","Нарвская",NA,"Баррикадная улица",74,"https://yandex.ru/maps/org/pyatyorochka/134398755531/"
"2099","Пятёрочка","просп. Пятилеток, 6, Санкт-Петербург, Россия",3.7,"30.461094","59.921576","Проспект Большевиков",490,"Ледовый дворец",330,"https://yandex.ru/maps/org/pyatyorochka/1282835275/"
"2100","Пятёрочка","ул. Димитрова, 5, Санкт-Петербург, Россия",4.2,"30.3785","59.845511","Проспект Славы",NA,"Купчинская улица – Киноцентр Чайка",85,"https://yandex.ru/maps/org/pyatyorochka/148618537075/"
"2101","Пятёрочка","Народная ул., 3, корп. 1, Санкт-Петербург, Россия • этаж 1",4.2,"30.460509","59.878668","Ломоносовская",NA,"Народная улица, 8",150,"https://yandex.ru/maps/org/pyatyorochka/1119106829/"
"2102","Пятёрочка","просп. Стачек, 1, Санкт-Петербург, Россия",3.9,"30.274422","59.898775","Нарвская",340,"Станция метро Нарвская",170,"https://yandex.ru/maps/org/pyatyorochka/116237859574/"
"2103","Пятёрочка","Малая Бухарестская ул., 4, Санкт-Петербург, Россия",4.2,"30.412078","59.850898","Проспект Славы",NA,"Малая Бухарестская улица",170,"https://yandex.ru/maps/org/pyatyorochka/48938846592/"
"2104","Пятёрочка","Ланское ш., 12, корп. 1, Санкт-Петербург, Россия",4.1,"30.308948","59.992507","Чёрная речка",NA,"Новосибирская улица / Ланское шоссе",270,"https://yandex.ru/maps/org/pyatyorochka/127839225606/"
"2105","Пятёрочка","просп. КИМа, 6, Санкт-Петербург, Россия",4.1,"30.246552","59.950929","Приморская",820,"Улица Одоевского",140,"https://yandex.ru/maps/org/pyatyorochka/143862101180/"
"2106","Пятёрочка","просп. Энгельса, 128, Санкт-Петербург, Россия",4.1,"30.326737","60.043506","Озерки",850,"Проспект Луначарского / Проспект Энгельса",110,"https://yandex.ru/maps/org/pyatyorochka/1070290698/"
"2107","Пятёрочка","ул. Седова, 94, Санкт-Петербург, Россия",4.1,"30.438216","59.87276","Ломоносовская",700,"Улица Седова",100,"https://yandex.ru/maps/org/pyatyorochka/21739198410/"
"2108","Пятёрочка","Гражданский просп., 89, Санкт-Петербург, Россия",4.2,"30.406922","60.020791","Академическая",NA,"Северный проспект",140,"https://yandex.ru/maps/org/pyatyorochka/113326225704/"
"2109","Пятёрочка","Голландская ул., 5, городской посёлок Янино-1, Россия",4.2,"30.577047","59.950113","Оранжевая улица",160,"Оранжевая улица",160,"https://yandex.ru/maps/org/pyatyorochka/143575270699/"
"2110","Пятёрочка","Новоизмайловский просп., 40, корп. 2, Санкт-Петербург, Россия",4.1,"30.306462","59.85632","Московская",NA,"Новоизмайловский проспект, 79",130,"https://yandex.ru/maps/org/pyatyorochka/1347351658/"
"2111","Пятёрочка","Социалистическая ул., 20, Санкт-Петербург, Россия",3.8,"30.344713","59.9216","Звенигородская",700,"Социалистическая улица",58,"https://yandex.ru/maps/org/pyatyorochka/197945235985/"
"2112","Пятёрочка","Богатырский просп., 63, Санкт-Петербург, Россия",4.2,"30.201927","60.008661","Беговая",NA,"Камышовая улица",110,"https://yandex.ru/maps/org/pyatyorochka/194183977407/"
"2113","Пятёрочка","ул. Савушкина, 139, Санкт-Петербург, Россия",4,"30.206462","59.988907","Беговая",290,"Станция метро Беговая",240,"https://yandex.ru/maps/org/pyatyorochka/66755386337/"
"2114","Пятёрочка","Выборгское ш., 7, корп. 1, Санкт-Петербург, Россия",4.2,"30.317315","60.043042","Озерки",840,"Проспект Луначарского",83,"https://yandex.ru/maps/org/pyatyorochka/158378997147/"
